id,departmentId,start,"""end"""
411,212,2016-03-13 04:02:07,2016-03-13 12:02:07 UTC
412,765,2016-05-17 07:07:38,2016-05-17 15:07:38 UTC
413,834,2016-03-08 15:17:00,2016-03-08 23:17:00 UTC
414,607,2016-05-25 09:47:40,2016-05-25 17:47:40 UTC
415,692,2015-11-07 03:04:48,2015-11-07 11:04:48 UTC
416,224,2016-01-14 11:35:38,2016-01-14 19:35:38 UTC
417,958,2015-09-02 06:28:21,2015-09-02 14:28:21 UTC
418,553,2016-03-17 16:53:33,2016-03-18 00:53:33 UTC
419,71,2015-06-19 12:44:24,2015-06-19 20:44:24 UTC
420,465,2015-06-28 07:50:48,2015-06-28 15:50:48 UTC
421,611,2015-06-09 14:01:00,2015-06-09 22:01:00 UTC
422,814,2016-04-26 02:30:16,2016-04-26 10:30:16 UTC
423,739,2015-12-20 12:19:39,2015-12-20 20:19:39 UTC
424,731,2015-08-28 16:36:58,2015-08-29 00:36:58 UTC
425,123,2016-01-18 23:39:25,2016-01-19 07:39:25 UTC
426,647,2016-03-23 05:47:49,2016-03-23 13:47:49 UTC
427,875,2015-09-05 10:02:00,2015-09-05 18:02:00 UTC
428,506,2015-10-02 22:17:53,2015-10-03 06:17:53 UTC
429,741,2015-09-20 19:14:51,2015-09-21 03:14:51 UTC
430,113,2015-09-04 08:20:15,2015-09-04 16:20:15 UTC
431,385,2016-01-12 06:14:31,2016-01-12 14:14:31 UTC
432,833,2016-03-31 19:38:57,2016-04-01 03:38:57 UTC
433,927,2015-11-05 12:00:53,2015-11-05 20:00:53 UTC
434,59,2015-12-01 09:53:41,2015-12-01 17:53:41 UTC
435,819,2015-05-29 16:17:30,2015-05-30 00:17:30 UTC
436,607,2016-01-25 13:54:59,2016-01-25 21:54:59 UTC
437,247,2015-09-09 15:12:50,2015-09-09 23:12:50 UTC
438,137,2015-12-26 20:38:57,2015-12-27 04:38:57 UTC
439,794,2015-06-07 11:41:56,2015-06-07 19:41:56 UTC
440,995,2015-06-11 21:26:10,2015-06-12 05:26:10 UTC
441,591,2015-12-13 11:10:04,2015-12-13 19:10:04 UTC
442,327,2015-07-11 09:33:06,2015-07-11 17:33:06 UTC
443,995,2015-09-11 01:17:11,2015-09-11 09:17:11 UTC
444,134,2015-07-13 02:22:43,2015-07-13 10:22:43 UTC
445,600,2015-10-09 19:24:10,2015-10-10 03:24:10 UTC
446,137,2016-02-23 11:25:44,2016-02-23 19:25:44 UTC
447,600,2016-02-04 20:14:12,2016-02-05 04:14:12 UTC
448,6,2016-03-10 10:59:47,2016-03-10 18:59:47 UTC
449,335,2016-02-15 23:31:39,2016-02-16 07:31:39 UTC
450,681,2016-04-19 16:47:55,2016-04-20 00:47:55 UTC
451,207,2015-11-01 19:12:34,2015-11-02 03:12:34 UTC
452,340,2016-01-03 16:37:18,2016-01-04 00:37:18 UTC
453,348,2015-12-28 01:33:52,2015-12-28 09:33:52 UTC
454,860,2015-11-22 03:48:53,2015-11-22 11:48:53 UTC
455,356,2016-05-20 16:17:33,2016-05-21 00:17:33 UTC
456,822,2015-07-11 01:31:45,2015-07-11 09:31:45 UTC
457,910,2015-06-28 11:15:00,2015-06-28 19:15:00 UTC
458,992,2015-08-07 22:04:53,2015-08-08 06:04:53 UTC
459,825,2015-07-20 17:29:52,2015-07-21 01:29:52 UTC
460,476,2015-08-10 09:40:25,2015-08-10 17:40:25 UTC
461,644,2015-10-07 20:51:15,2015-10-08 04:51:15 UTC
462,949,2015-10-20 05:33:20,2015-10-20 13:33:20 UTC
463,788,2015-09-09 15:20:57,2015-09-09 23:20:57 UTC
464,440,2015-07-01 05:49:45,2015-07-01 13:49:45 UTC
465,724,2015-06-18 21:28:44,2015-06-19 05:28:44 UTC
466,325,2015-12-20 19:52:28,2015-12-21 03:52:28 UTC
467,426,2015-05-28 05:03:36,2015-05-28 13:03:36 UTC
468,251,2015-12-10 12:56:56,2015-12-10 20:56:56 UTC
469,183,2016-01-13 05:48:57,2016-01-13 13:48:57 UTC
470,573,2016-03-28 07:07:52,2016-03-28 15:07:52 UTC
471,713,2016-01-14 16:52:14,2016-01-15 00:52:14 UTC
472,691,2016-05-11 13:11:27,2016-05-11 21:11:27 UTC
473,465,2016-05-10 08:58:04,2016-05-10 16:58:04 UTC
474,669,2015-07-05 06:36:38,2015-07-05 14:36:38 UTC
475,951,2016-02-27 04:58:26,2016-02-27 12:58:26 UTC
476,594,2016-03-18 21:22:48,2016-03-19 05:22:48 UTC
477,803,2016-02-07 01:49:22,2016-02-07 09:49:22 UTC
478,462,2016-02-10 02:40:24,2016-02-10 10:40:24 UTC
479,858,2016-03-16 00:12:31,2016-03-16 08:12:31 UTC
480,682,2015-06-28 06:13:58,2015-06-28 14:13:58 UTC
481,791,2015-06-13 20:39:21,2015-06-14 04:39:21 UTC
482,813,2015-08-22 13:20:52,2015-08-22 21:20:52 UTC
483,198,2016-03-29 04:41:58,2016-03-29 12:41:58 UTC
484,982,2016-05-13 06:49:49,2016-05-13 14:49:49 UTC
485,547,2015-10-15 20:24:41,2015-10-16 04:24:41 UTC
486,324,2016-02-24 17:18:51,2016-02-25 01:18:51 UTC
487,287,2016-01-10 04:24:17,2016-01-10 12:24:17 UTC
488,6,2016-05-18 22:24:48,2016-05-19 06:24:48 UTC
489,854,2015-11-19 23:07:48,2015-11-20 07:07:48 UTC
490,181,2016-04-29 00:55:27,2016-04-29 08:55:27 UTC
491,52,2016-05-08 17:53:10,2016-05-09 01:53:10 UTC
492,349,2016-01-27 12:07:55,2016-01-27 20:07:55 UTC
493,950,2016-01-22 16:32:13,2016-01-23 00:32:13 UTC
494,862,2016-03-28 01:13:38,2016-03-28 09:13:38 UTC
495,227,2016-02-15 19:05:11,2016-02-16 03:05:11 UTC
496,873,2015-10-10 00:11:25,2015-10-10 08:11:25 UTC
497,640,2016-03-19 14:01:13,2016-03-19 22:01:13 UTC
498,224,2016-04-16 11:27:44,2016-04-16 19:27:44 UTC
499,985,2015-11-21 07:09:58,2015-11-21 15:09:58 UTC
500,495,2015-07-13 00:03:19,2015-07-13 08:03:19 UTC
501,791,2015-09-20 04:11:56,2015-09-20 12:11:56 UTC
502,857,2016-01-17 03:29:07,2016-01-17 11:29:07 UTC
503,675,2015-06-17 13:05:47,2015-06-17 21:05:47 UTC
504,797,2016-03-25 09:41:31,2016-03-25 17:41:31 UTC
505,415,2015-11-30 01:57:11,2015-11-30 09:57:11 UTC
506,281,2016-04-19 10:41:38,2016-04-19 18:41:38 UTC
507,126,2015-10-04 06:10:13,2015-10-04 14:10:13 UTC
508,680,2015-10-31 03:21:18,2015-10-31 11:21:18 UTC
509,684,2015-07-19 20:15:56,2015-07-20 04:15:56 UTC
510,91,2015-06-23 10:48:55,2015-06-23 18:48:55 UTC
511,750,2015-09-24 00:01:12,2015-09-24 08:01:12 UTC
512,220,2015-10-09 09:21:02,2015-10-09 17:21:02 UTC
513,275,2015-09-27 06:50:30,2015-09-27 14:50:30 UTC
514,497,2016-03-17 16:00:20,2016-03-18 00:00:20 UTC
515,226,2016-04-04 21:30:10,2016-04-05 05:30:10 UTC
516,552,2015-11-27 21:07:40,2015-11-28 05:07:40 UTC
517,263,2016-01-08 16:33:52,2016-01-09 00:33:52 UTC
518,282,2015-06-12 22:10:32,2015-06-13 06:10:32 UTC
519,239,2015-07-20 07:46:53,2015-07-20 15:46:53 UTC
520,373,2015-06-18 11:33:53,2015-06-18 19:33:53 UTC
521,469,2015-10-21 17:06:22,2015-10-22 01:06:22 UTC
522,942,2015-06-13 06:47:35,2015-06-13 14:47:35 UTC
523,101,2015-07-17 12:29:56,2015-07-17 20:29:56 UTC
524,496,2015-07-21 01:13:45,2015-07-21 09:13:45 UTC
525,522,2016-04-23 20:00:21,2016-04-24 04:00:21 UTC
526,498,2016-03-19 12:13:09,2016-03-19 20:13:09 UTC
527,988,2016-01-28 17:01:07,2016-01-29 01:01:07 UTC
528,992,2016-03-02 22:58:15,2016-03-03 06:58:15 UTC
529,810,2015-08-03 14:35:16,2015-08-03 22:35:16 UTC
530,58,2015-06-05 21:36:12,2015-06-06 05:36:12 UTC
531,291,2015-10-29 07:44:53,2015-10-29 15:44:53 UTC
532,174,2015-12-16 19:23:47,2015-12-17 03:23:47 UTC
533,865,2015-06-19 11:57:15,2015-06-19 19:57:15 UTC
534,957,2015-12-03 10:07:51,2015-12-03 18:07:51 UTC
535,106,2015-08-06 07:40:46,2015-08-06 15:40:46 UTC
536,649,2015-08-20 05:43:50,2015-08-20 13:43:50 UTC
537,908,2015-06-25 10:31:34,2015-06-25 18:31:34 UTC
538,187,2015-09-22 22:29:28,2015-09-23 06:29:28 UTC
539,23,2015-06-21 12:46:06,2015-06-21 20:46:06 UTC
540,937,2016-01-27 01:52:37,2016-01-27 09:52:37 UTC
541,435,2015-06-20 05:34:31,2015-06-20 13:34:31 UTC
542,966,2015-06-06 11:35:24,2015-06-06 19:35:24 UTC
543,519,2015-10-09 15:22:06,2015-10-09 23:22:06 UTC
544,503,2015-07-08 21:47:46,2015-07-09 05:47:46 UTC
545,101,2015-08-31 12:12:25,2015-08-31 20:12:25 UTC
546,962,2015-12-09 14:41:36,2015-12-09 22:41:36 UTC
547,586,2015-11-22 07:33:33,2015-11-22 15:33:33 UTC
548,443,2015-06-30 20:00:43,2015-07-01 04:00:43 UTC
549,709,2015-08-22 03:27:15,2015-08-22 11:27:15 UTC
550,643,2015-11-05 11:00:06,2015-11-05 19:00:06 UTC
551,814,2016-01-21 16:12:09,2016-01-22 00:12:09 UTC
552,401,2015-10-05 11:11:28,2015-10-05 19:11:28 UTC
553,425,2016-01-01 06:35:24,2016-01-01 14:35:24 UTC
554,436,2015-08-22 11:40:12,2015-08-22 19:40:12 UTC
555,176,2016-01-11 18:57:31,2016-01-12 02:57:31 UTC
556,720,2016-01-19 11:04:55,2016-01-19 19:04:55 UTC
557,502,2016-04-05 10:43:58,2016-04-05 18:43:58 UTC
558,383,2016-02-12 12:41:54,2016-02-12 20:41:54 UTC
559,130,2016-02-02 20:44:01,2016-02-03 04:44:01 UTC
560,246,2015-07-11 23:45:44,2015-07-12 07:45:44 UTC
561,407,2015-10-11 12:32:03,2015-10-11 20:32:03 UTC
562,669,2015-07-01 11:39:06,2015-07-01 19:39:06 UTC
563,841,2015-07-06 07:46:00,2015-07-06 15:46:00 UTC
564,54,2015-07-15 16:16:22,2015-07-16 00:16:22 UTC
565,760,2015-07-18 09:55:59,2015-07-18 17:55:59 UTC
566,477,2015-10-30 18:41:16,2015-10-31 02:41:16 UTC
567,937,2015-10-08 11:57:44,2015-10-08 19:57:44 UTC
568,847,2015-06-17 15:16:27,2015-06-17 23:16:27 UTC
569,918,2015-12-21 00:17:08,2015-12-21 08:17:08 UTC
570,755,2016-02-08 01:51:59,2016-02-08 09:51:59 UTC
571,549,2015-10-16 01:30:46,2015-10-16 09:30:46 UTC
572,445,2015-06-11 19:14:38,2015-06-12 03:14:38 UTC
573,131,2015-10-09 21:36:24,2015-10-10 05:36:24 UTC
574,269,2016-03-30 04:27:48,2016-03-30 12:27:48 UTC
575,185,2015-08-28 04:41:45,2015-08-28 12:41:45 UTC
576,298,2015-12-29 10:16:49,2015-12-29 18:16:49 UTC
577,198,2015-06-16 11:58:23,2015-06-16 19:58:23 UTC
578,633,2016-02-15 23:19:19,2016-02-16 07:19:19 UTC
579,823,2016-04-26 02:47:03,2016-04-26 10:47:03 UTC
580,290,2015-06-26 17:13:37,2015-06-27 01:13:37 UTC
581,46,2015-10-18 21:11:03,2015-10-19 05:11:03 UTC
582,814,2015-10-30 22:06:58,2015-10-31 06:06:58 UTC
583,666,2015-11-16 09:15:06,2015-11-16 17:15:06 UTC
584,668,2015-09-22 07:50:26,2015-09-22 15:50:26 UTC
585,310,2015-12-27 01:00:25,2015-12-27 09:00:25 UTC
586,862,2016-01-12 05:27:16,2016-01-12 13:27:16 UTC
587,104,2015-09-28 16:20:57,2015-09-29 00:20:57 UTC
588,686,2015-09-01 22:50:18,2015-09-02 06:50:18 UTC
589,899,2015-11-07 17:26:29,2015-11-08 01:26:29 UTC
590,853,2016-04-26 13:56:13,2016-04-26 21:56:13 UTC
591,990,2015-10-26 01:34:58,2015-10-26 09:34:58 UTC
592,283,2016-05-17 10:18:41,2016-05-17 18:18:41 UTC
593,129,2016-05-09 19:09:04,2016-05-10 03:09:04 UTC
594,805,2016-04-12 04:36:41,2016-04-12 12:36:41 UTC
595,982,2015-06-22 02:19:23,2015-06-22 10:19:23 UTC
596,143,2016-03-02 07:18:50,2016-03-02 15:18:50 UTC
597,466,2016-04-09 04:48:39,2016-04-09 12:48:39 UTC
598,175,2015-08-05 20:13:34,2015-08-06 04:13:34 UTC
599,156,2016-02-26 12:10:14,2016-02-26 20:10:14 UTC
600,660,2015-07-18 19:54:40,2015-07-19 03:54:40 UTC
601,807,2015-09-03 15:15:05,2015-09-03 23:15:05 UTC
602,622,2016-04-14 04:30:41,2016-04-14 12:30:41 UTC
603,547,2015-11-14 13:24:49,2015-11-14 21:24:49 UTC
604,229,2016-05-16 14:30:24,2016-05-16 22:30:24 UTC
605,38,2016-03-06 06:19:56,2016-03-06 14:19:56 UTC
606,884,2016-05-24 10:39:06,2016-05-24 18:39:06 UTC
607,793,2015-07-27 04:34:32,2015-07-27 12:34:32 UTC
608,297,2015-12-23 13:06:15,2015-12-23 21:06:15 UTC
609,514,2016-03-15 13:26:20,2016-03-15 21:26:20 UTC
610,943,2015-07-15 11:13:24,2015-07-15 19:13:24 UTC
611,736,2015-10-07 04:44:01,2015-10-07 12:44:01 UTC
612,728,2016-01-01 16:28:03,2016-01-02 00:28:03 UTC
613,253,2016-05-17 20:08:39,2016-05-18 04:08:39 UTC
614,2,2015-11-28 23:43:26,2015-11-29 07:43:26 UTC
615,309,2015-11-15 15:03:05,2015-11-15 23:03:05 UTC
616,256,2015-10-28 16:54:52,2015-10-29 00:54:52 UTC
617,537,2015-10-21 13:47:21,2015-10-21 21:47:21 UTC
618,338,2015-10-06 07:04:57,2015-10-06 15:04:57 UTC
619,825,2016-04-24 06:20:14,2016-04-24 14:20:14 UTC
620,980,2016-03-26 11:55:15,2016-03-26 19:55:15 UTC
621,388,2015-07-14 18:56:17,2015-07-15 02:56:17 UTC
622,882,2016-05-26 00:16:56,2016-05-26 08:16:56 UTC
623,976,2016-02-06 18:20:51,2016-02-07 02:20:51 UTC
624,454,2015-08-04 19:23:29,2015-08-05 03:23:29 UTC
625,124,2016-04-03 02:09:49,2016-04-03 10:09:49 UTC
626,403,2016-03-03 18:23:12,2016-03-04 02:23:12 UTC
627,922,2015-12-04 22:10:40,2015-12-05 06:10:40 UTC
628,853,2016-02-23 15:47:08,2016-02-23 23:47:08 UTC
629,403,2016-04-27 20:55:58,2016-04-28 04:55:58 UTC
630,437,2016-04-07 04:32:15,2016-04-07 12:32:15 UTC
631,828,2015-10-22 15:58:09,2015-10-22 23:58:09 UTC
632,662,2015-06-18 17:41:18,2015-06-19 01:41:18 UTC
633,721,2015-06-26 14:23:08,2015-06-26 22:23:08 UTC
634,879,2016-01-26 21:31:14,2016-01-27 05:31:14 UTC
635,703,2015-12-16 09:58:14,2015-12-16 17:58:14 UTC
636,444,2015-07-18 13:30:05,2015-07-18 21:30:05 UTC
637,672,2016-02-06 10:39:00,2016-02-06 18:39:00 UTC
638,272,2015-08-16 05:42:06,2015-08-16 13:42:06 UTC
639,105,2015-06-17 21:42:24,2015-06-18 05:42:24 UTC
640,455,2015-09-17 13:02:42,2015-09-17 21:02:42 UTC
641,610,2015-06-01 21:20:37,2015-06-02 05:20:37 UTC
642,325,2015-10-26 17:18:20,2015-10-27 01:18:20 UTC
643,945,2015-11-24 20:58:31,2015-11-25 04:58:31 UTC
644,539,2015-10-11 17:19:40,2015-10-12 01:19:40 UTC
645,481,2015-12-28 15:47:28,2015-12-28 23:47:28 UTC
646,51,2015-12-05 18:32:11,2015-12-06 02:32:11 UTC
647,51,2015-09-18 00:57:57,2015-09-18 08:57:57 UTC
648,654,2015-12-23 18:55:37,2015-12-24 02:55:37 UTC
649,939,2015-06-12 18:04:13,2015-06-13 02:04:13 UTC
650,856,2016-04-14 19:20:46,2016-04-15 03:20:46 UTC
651,429,2015-12-11 11:24:24,2015-12-11 19:24:24 UTC
652,17,2015-11-23 07:56:52,2015-11-23 15:56:52 UTC
653,205,2015-11-23 05:17:04,2015-11-23 13:17:04 UTC
654,269,2015-09-07 13:14:30,2015-09-07 21:14:30 UTC
655,584,2015-05-28 20:14:04,2015-05-29 04:14:04 UTC
656,231,2016-04-26 00:48:00,2016-04-26 08:48:00 UTC
657,765,2015-07-21 01:11:59,2015-07-21 09:11:59 UTC
658,46,2015-07-02 10:36:18,2015-07-02 18:36:18 UTC
659,289,2015-09-08 21:25:29,2015-09-09 05:25:29 UTC
660,428,2015-09-04 13:17:47,2015-09-04 21:17:47 UTC
661,427,2015-12-20 00:51:44,2015-12-20 08:51:44 UTC
662,826,2015-06-17 08:31:20,2015-06-17 16:31:20 UTC
663,961,2015-06-13 02:16:03,2015-06-13 10:16:03 UTC
664,80,2015-07-14 17:15:00,2015-07-15 01:15:00 UTC
665,91,2015-06-11 17:46:25,2015-06-12 01:46:25 UTC
666,930,2015-11-28 00:20:47,2015-11-28 08:20:47 UTC
667,322,2015-08-03 10:29:51,2015-08-03 18:29:51 UTC
668,764,2015-11-02 06:09:00,2015-11-02 14:09:00 UTC
669,867,2016-03-27 07:18:32,2016-03-27 15:18:32 UTC
670,224,2016-04-14 20:37:38,2016-04-15 04:37:38 UTC
671,370,2015-06-21 23:46:30,2015-06-22 07:46:30 UTC
672,210,2016-03-21 00:44:04,2016-03-21 08:44:04 UTC
673,99,2016-04-04 16:39:02,2016-04-05 00:39:02 UTC
674,620,2016-02-15 11:55:39,2016-02-15 19:55:39 UTC
675,765,2015-08-28 10:45:21,2015-08-28 18:45:21 UTC
676,6,2015-12-17 09:23:43,2015-12-17 17:23:43 UTC
677,888,2016-02-21 14:11:11,2016-02-21 22:11:11 UTC
678,439,2016-03-03 03:48:21,2016-03-03 11:48:21 UTC
679,960,2015-08-10 14:50:51,2015-08-10 22:50:51 UTC
680,654,2015-11-24 17:28:17,2015-11-25 01:28:17 UTC
681,265,2016-05-13 21:56:16,2016-05-14 05:56:16 UTC
682,478,2015-08-10 08:41:13,2015-08-10 16:41:13 UTC
683,792,2015-06-15 08:19:06,2015-06-15 16:19:06 UTC
684,152,2016-01-22 05:13:57,2016-01-22 13:13:57 UTC
685,893,2015-12-19 11:16:28,2015-12-19 19:16:28 UTC
686,351,2015-11-25 15:16:01,2015-11-25 23:16:01 UTC
687,212,2015-07-05 01:52:14,2015-07-05 09:52:14 UTC
688,248,2015-07-07 02:45:00,2015-07-07 10:45:00 UTC
689,42,2015-06-10 10:23:41,2015-06-10 18:23:41 UTC
690,26,2016-05-16 19:06:08,2016-05-17 03:06:08 UTC
691,453,2015-12-01 05:16:49,2015-12-01 13:16:49 UTC
692,554,2016-05-22 17:00:51,2016-05-23 01:00:51 UTC
693,414,2015-08-05 01:17:01,2015-08-05 09:17:01 UTC
694,507,2016-02-20 22:59:18,2016-02-21 06:59:18 UTC
695,280,2016-02-27 11:28:06,2016-02-27 19:28:06 UTC
696,707,2016-03-27 10:18:09,2016-03-27 18:18:09 UTC
697,477,2015-06-28 07:31:58,2015-06-28 15:31:58 UTC
698,806,2015-11-06 18:55:03,2015-11-07 02:55:03 UTC
699,602,2016-05-01 17:53:15,2016-05-02 01:53:15 UTC
700,23,2015-06-15 16:22:23,2015-06-16 00:22:23 UTC
701,337,2015-12-16 20:09:40,2015-12-17 04:09:40 UTC
702,252,2015-09-13 23:22:45,2015-09-14 07:22:45 UTC
703,233,2015-12-15 18:45:47,2015-12-16 02:45:47 UTC
704,663,2015-11-04 07:29:36,2015-11-04 15:29:36 UTC
705,457,2015-11-15 22:51:44,2015-11-16 06:51:44 UTC
706,795,2016-04-03 14:45:28,2016-04-03 22:45:28 UTC
707,278,2015-08-11 03:05:26,2015-08-11 11:05:26 UTC
708,472,2015-06-25 02:21:39,2015-06-25 10:21:39 UTC
709,556,2015-11-06 10:52:29,2015-11-06 18:52:29 UTC
710,788,2016-04-17 01:27:11,2016-04-17 09:27:11 UTC
711,36,2016-01-28 12:54:27,2016-01-28 20:54:27 UTC
712,469,2015-12-16 18:52:54,2015-12-17 02:52:54 UTC
713,104,2015-08-13 01:35:14,2015-08-13 09:35:14 UTC
714,873,2016-04-01 18:05:21,2016-04-02 02:05:21 UTC
715,158,2016-04-06 09:07:31,2016-04-06 17:07:31 UTC
716,326,2015-09-29 08:39:27,2015-09-29 16:39:27 UTC
717,781,2015-12-10 06:51:05,2015-12-10 14:51:05 UTC
718,224,2015-11-19 14:26:16,2015-11-19 22:26:16 UTC
719,940,2015-10-14 07:31:46,2015-10-14 15:31:46 UTC
720,675,2016-05-10 16:47:49,2016-05-11 00:47:49 UTC
721,190,2015-06-21 21:07:52,2015-06-22 05:07:52 UTC
722,280,2016-02-02 06:07:28,2016-02-02 14:07:28 UTC
723,891,2016-03-24 02:13:17,2016-03-24 10:13:17 UTC
724,402,2015-12-26 22:21:51,2015-12-27 06:21:51 UTC
725,434,2015-12-16 14:13:49,2015-12-16 22:13:49 UTC
726,490,2015-09-05 10:52:32,2015-09-05 18:52:32 UTC
727,635,2016-05-12 22:04:05,2016-05-13 06:04:05 UTC
728,335,2015-08-12 22:14:59,2015-08-13 06:14:59 UTC
729,670,2016-04-08 16:33:48,2016-04-09 00:33:48 UTC
730,779,2015-07-22 15:33:46,2015-07-22 23:33:46 UTC
731,47,2016-02-07 06:33:29,2016-02-07 14:33:29 UTC
732,694,2015-11-17 18:37:31,2015-11-18 02:37:31 UTC
733,338,2015-06-01 10:02:51,2015-06-01 18:02:51 UTC
734,252,2016-01-14 13:29:46,2016-01-14 21:29:46 UTC
735,768,2016-03-02 10:21:24,2016-03-02 18:21:24 UTC
736,343,2015-12-19 03:52:47,2015-12-19 11:52:47 UTC
737,795,2015-08-04 22:26:21,2015-08-05 06:26:21 UTC
738,327,2016-05-18 00:34:42,2016-05-18 08:34:42 UTC
739,605,2015-11-12 18:00:19,2015-11-13 02:00:19 UTC
740,304,2015-11-22 05:41:59,2015-11-22 13:41:59 UTC
741,543,2015-07-10 06:43:31,2015-07-10 14:43:31 UTC
742,385,2015-12-15 10:57:26,2015-12-15 18:57:26 UTC
743,916,2015-10-04 15:10:33,2015-10-04 23:10:33 UTC
744,175,2016-05-15 22:32:42,2016-05-16 06:32:42 UTC
745,832,2016-01-28 13:17:20,2016-01-28 21:17:20 UTC
746,929,2016-04-10 04:21:04,2016-04-10 12:21:04 UTC
747,101,2015-09-03 21:12:35,2015-09-04 05:12:35 UTC
748,420,2015-10-24 12:39:45,2015-10-24 20:39:45 UTC
749,476,2016-03-02 19:35:09,2016-03-03 03:35:09 UTC
750,115,2015-07-14 21:09:37,2015-07-15 05:09:37 UTC
751,988,2016-01-15 07:30:39,2016-01-15 15:30:39 UTC
752,257,2015-07-31 19:23:44,2015-08-01 03:23:44 UTC
753,722,2015-07-02 17:28:36,2015-07-03 01:28:36 UTC
754,864,2015-09-15 15:55:41,2015-09-15 23:55:41 UTC
755,868,2015-11-10 18:55:33,2015-11-11 02:55:33 UTC
756,891,2016-04-08 01:59:58,2016-04-08 09:59:58 UTC
757,781,2016-01-22 03:43:50,2016-01-22 11:43:50 UTC
758,418,2016-01-23 23:02:26,2016-01-24 07:02:26 UTC
759,948,2015-11-20 02:04:07,2015-11-20 10:04:07 UTC
760,574,2016-03-17 00:38:13,2016-03-17 08:38:13 UTC
761,860,2015-11-10 20:31:31,2015-11-11 04:31:31 UTC
762,725,2015-11-10 07:11:06,2015-11-10 15:11:06 UTC
763,36,2015-12-06 20:45:25,2015-12-07 04:45:25 UTC
764,563,2015-07-01 01:29:49,2015-07-01 09:29:49 UTC
765,595,2016-03-08 02:49:00,2016-03-08 10:49:00 UTC
766,534,2016-04-28 02:38:03,2016-04-28 10:38:03 UTC
767,890,2015-10-28 06:48:16,2015-10-28 14:48:16 UTC
768,842,2016-05-02 16:21:28,2016-05-03 00:21:28 UTC
769,707,2016-02-13 14:09:46,2016-02-13 22:09:46 UTC
770,211,2016-03-20 17:18:05,2016-03-21 01:18:05 UTC
771,970,2016-05-01 15:38:37,2016-05-01 23:38:37 UTC
772,920,2016-03-27 15:46:37,2016-03-27 23:46:37 UTC
773,774,2016-03-04 23:01:47,2016-03-05 07:01:47 UTC
774,683,2016-03-06 09:54:32,2016-03-06 17:54:32 UTC
775,634,2015-11-02 13:51:13,2015-11-02 21:51:13 UTC
776,44,2015-06-12 20:54:18,2015-06-13 04:54:18 UTC
777,396,2016-04-12 04:47:00,2016-04-12 12:47:00 UTC
778,161,2015-08-07 07:33:02,2015-08-07 15:33:02 UTC
779,450,2016-01-16 14:53:09,2016-01-16 22:53:09 UTC
780,507,2015-07-31 11:37:01,2015-07-31 19:37:01 UTC
781,529,2016-03-29 11:23:22,2016-03-29 19:23:22 UTC
782,155,2016-05-06 23:35:17,2016-05-07 07:35:17 UTC
783,462,2015-09-12 00:01:48,2015-09-12 08:01:48 UTC
784,957,2015-07-10 15:34:34,2015-07-10 23:34:34 UTC
785,114,2015-06-08 21:14:55,2015-06-09 05:14:55 UTC
786,375,2015-12-08 06:48:19,2015-12-08 14:48:19 UTC
787,56,2015-10-21 14:22:22,2015-10-21 22:22:22 UTC
788,683,2015-07-04 15:10:30,2015-07-04 23:10:30 UTC
789,842,2016-04-17 02:17:15,2016-04-17 10:17:15 UTC
790,462,2015-10-28 09:17:33,2015-10-28 17:17:33 UTC
791,986,2016-02-23 13:31:17,2016-02-23 21:31:17 UTC
792,325,2016-01-30 13:01:06,2016-01-30 21:01:06 UTC
793,224,2016-02-29 05:02:44,2016-02-29 13:02:44 UTC
794,318,2015-11-13 18:35:39,2015-11-14 02:35:39 UTC
795,942,2015-06-05 07:46:43,2015-06-05 15:46:43 UTC
796,35,2016-03-01 20:29:00,2016-03-02 04:29:00 UTC
797,426,2015-12-01 13:00:01,2015-12-01 21:00:01 UTC
798,437,2015-11-07 02:07:08,2015-11-07 10:07:08 UTC
799,643,2015-12-18 21:54:41,2015-12-19 05:54:41 UTC
800,358,2015-09-25 07:40:03,2015-09-25 15:40:03 UTC
801,389,2016-05-05 08:32:29,2016-05-05 16:32:29 UTC
802,568,2016-02-27 07:37:11,2016-02-27 15:37:11 UTC
803,515,2015-12-27 10:00:44,2015-12-27 18:00:44 UTC
804,90,2016-02-22 08:46:59,2016-02-22 16:46:59 UTC
805,504,2015-11-04 06:48:09,2015-11-04 14:48:09 UTC
806,712,2016-04-18 10:08:35,2016-04-18 18:08:35 UTC
807,573,2015-08-25 19:36:50,2015-08-26 03:36:50 UTC
808,127,2015-09-01 10:56:41,2015-09-01 18:56:41 UTC
809,489,2015-06-22 14:21:31,2015-06-22 22:21:31 UTC
810,975,2016-02-07 14:58:48,2016-02-07 22:58:48 UTC
811,740,2016-04-22 02:33:53,2016-04-22 10:33:53 UTC
812,688,2016-03-21 22:06:44,2016-03-22 06:06:44 UTC
813,164,2015-10-19 07:46:31,2015-10-19 15:46:31 UTC
814,125,2016-05-27 01:10:53,2016-05-27 09:10:53 UTC
815,896,2016-03-09 07:42:18,2016-03-09 15:42:18 UTC
816,701,2016-02-23 18:41:30,2016-02-24 02:41:30 UTC
817,260,2015-11-07 10:02:41,2015-11-07 18:02:41 UTC
818,897,2016-01-03 09:10:34,2016-01-03 17:10:34 UTC
819,550,2016-02-17 03:08:41,2016-02-17 11:08:41 UTC
820,36,2016-03-11 12:31:59,2016-03-11 20:31:59 UTC
821,190,2016-01-08 06:02:23,2016-01-08 14:02:23 UTC
