shelterId,no,capacity,occupancy
273,1I,3,0
330,4E,2,2
554,KX9AG,3,2
972,G7,4,4
286,7,1,1
417,ER3597MD,1,1
462,6164,2,0
559,H635EO,5,1
40,1353WY,5,1
733,0512DF,5,2
908,74EA,4,0
58,NZ99PQ,5,2
290,RH6J,5,0
103,V4YM,3,2
717,JA3068,5,1
617,6SN,3,0
13,64,5,0
423,5AG,2,0
245,4513,1,0
570,RS801DI,5,1
176,K46E,3,3
381,5703HV,3,1
765,UY24U,1,0
403,62ZX,2,0
156,3S,2,0
999,VR9H,5,5
415,R33JZ,3,0
963,XZ3806YX,5,3
551,N103,2,2
336,81FZ,3,0
598,77,5,0
670,G635,3,0
283,A7,4,0
662,S980N,5,3
217,Q0147M,5,0
593,2,4,3
610,AI595CZ,4,0
770,Y403,3,2
202,921S,1,1
174,G60WK,2,0
751,P396ZU,2,2
729,VD4941KD,1,0
60,SW209LQ,2,1
689,359WQ,4,4
869,6Y,1,1
839,120,5,1
200,CQ4750S,2,0
1000,YU08RQ,4,2
257,315I,1,0
98,1375,4,4
381,Q44,2,2
524,N7GN,5,1
154,UR266QB,3,3
328,H1884HS,3,0
851,25A,3,3
722,46Q,4,4
611,LI8OE,5,0
979,L2,3,1
867,354O,2,0
819,M93JG,3,2
16,QS2B,1,0
710,AN2D,2,1
836,T9BR,4,1
200,2695L,4,3
479,340B,3,3
457,X8B,4,1
475,XO7X,5,5
195,01,1,0
850,I3X,1,0
506,Q9779QY,3,2
883,UV020D,5,5
88,WP1938,5,1
28,CV2716T,3,0
202,8647KX,5,3
392,UD77L,5,3
864,F3XT,4,1
579,XI5754,2,0
447,E67C,5,5
411,45,2,1
361,X35GS,1,0
715,5393,5,5
901,6,5,5
183,P3,5,1
966,L153,1,1
66,HW0602CL,4,2
195,LS147N,4,4
282,L3Y,1,0
588,DY407SF,2,0
331,CH808S,3,1
962,5478T,3,2
624,876HI,2,2
242,HL2D,3,0
695,12,1,1
310,CR8968,3,0
712,29KJ,4,2
71,87BY,2,1
448,104,1,0
45,GA29LS,4,2
843,MG9,2,1
885,OQ12,5,0
449,DA8K,5,2
522,698N,1,0
347,278,1,1
989,095E,5,3
807,X318KS,3,3
932,TI89C,3,1
555,8,5,4
561,C9T,1,0
104,CL0H,3,1
307,SQ447W,2,2
343,B69Z,4,4
774,F78E,3,2
668,1121JH,2,0
224,D7WQ,3,1
452,VF6W,3,0
643,E99F,5,0
148,NQ14Y,5,5
183,A46E,5,1
773,718GZ,4,1
82,ID42BI,5,1
76,PF400IY,4,4
858,X8728,1,0
320,XA3256QU,1,0
655,514,3,1
904,H2,3,0
211,T2,5,4
35,1407CX,3,0
667,QM4,3,0
779,RF0257WV,4,2
480,PF1IU,2,2
439,M4589,3,2
683,Y640NS,1,1
287,6766LH,1,0
296,TY34Y,1,0
77,H367IU,2,2
328,LB0371,3,2
501,Y59P,4,1
92,W556O,5,1
360,UE034LK,2,1
913,C24,2,0
706,96,3,0
474,B665,3,3
984,X790CM,3,1
208,707U,2,0
107,AZ6706,5,0
535,Y9495,4,0
389,30FR,4,1
83,C0SO,2,1
673,C51IL,4,1
792,N0HT,5,0
19,T8386,2,1
313,G37BR,5,3
201,G2459O,1,1
946,682H,3,0
685,K719VZ,1,0
994,2108,2,1
255,9360,2,1
62,91M,1,1
660,JR9777,2,1
256,279IQ,4,0
575,EZ5O,2,1
526,CI221YZ,3,1
34,DN7,4,3
901,2TN,4,2
115,HQ0G,4,3
921,864B,2,1
558,T770U,1,1
178,UD3908,2,2
624,V866,4,4
47,H0780,2,1
27,K906,2,1
741,SE4Z,2,0
609,MF478G,5,2
415,L7260,3,0
512,PD320,1,0
261,SE63Q,4,4
423,903,4,2
263,T1429J,1,0
58,F778,1,1
266,417A,3,0
911,627,1,0
446,6921K,2,0
698,P684Q,3,2
514,X7725,1,1
388,F5239,1,1
872,O07U,1,0
33,ZG891,4,1
313,5,2,1
464,C34YL,5,0
168,MD93E,2,0
666,GD66L,1,0
355,Y4050,2,1
728,55Y,3,2
129,55W,4,0
40,CG447L,1,0
602,9,1,1
556,D8W,3,0
659,F9480D,3,0
528,94TS,4,1
244,F250,3,1
84,758O,3,2
899,QC1922IS,4,4
920,M7,1,0
660,CE822SR,5,1
425,A5357D,2,1
528,UF00BQ,5,3
583,MW319D,4,1
443,T479,4,0
368,1,5,3
715,MQ371C,5,0
710,B0WK,4,1
701,3420N,2,2
118,Z5T,1,1
969,1220WK,3,1
992,IR03AE,1,1
124,E458P,1,1
769,5431H,5,4
979,P9GZ,3,2
206,SJ8992,5,1
927,J036,1,0
383,M02W,1,1
162,VK3,4,2
208,40WK,1,1
649,G5616UK,1,0
820,Q12FO,1,0
925,A21,1,0
918,YW311C,4,1
529,J12SO,3,1
361,L51,4,3
67,5,2,0
99,2929S,3,1
467,4,3,2
26,LQ6KV,5,5
168,S2011M,3,1
108,LR2706NU,4,4
406,LF5,3,3
648,O3775,4,1
234,95HP,4,3
869,B403,1,1
336,96,2,2
462,P59,3,2
1,GQ2Q,2,1
965,MN0187,2,1
58,AB70OL,5,5
91,IK272,3,0
781,98XZ,1,1
459,T8429,4,1
553,81,5,5
53,S118,1,0
532,F0VZ,4,4
797,37U,3,2
948,H56CX,4,4
838,102AG,3,3
132,0E,1,1
85,VF609,3,3
739,CR064,1,0
708,78I,2,2
407,XA7K,2,1
531,914WS,5,4
991,503JD,2,0
55,5041H,5,1
723,T3GD,4,2
317,L83S,1,0
818,V96R,3,1
962,5YN,1,1
903,2,4,3
763,I2L,2,0
356,V271KL,1,1
105,8E,5,0
531,ZP21X,5,4
946,972OC,4,1
144,8YZ,3,2
88,887,5,0
504,K45I,2,1
379,7M,1,1
962,7PW,4,4
237,D29O,1,1
397,6,1,1
157,XD82AH,1,1
888,VP5683K,2,1
506,2O,1,1
647,Y1U,1,0
251,EP6,4,1
233,88,3,0
953,GA5L,4,3
818,920WQ,3,2
767,9QP,5,0
731,YL928,3,1
937,BC3,2,0
702,1379BF,1,0
209,A80KI,1,0
764,0122,5,1
935,FL5KY,1,0
664,F2261T,5,3
723,O20GJ,4,0
688,588CJ,1,1
201,R67XQ,2,0
256,GQ0599,4,2
720,B248D,2,0
554,D64,5,4
481,T3213E,4,3
391,11G,5,4
205,8,5,1
881,N5WZ,4,3
741,ZQ927,5,5
324,ES6070V,5,3
668,366,4,3
87,7DU,5,3
891,XH9259LI,5,0
298,ID7TB,2,1
876,G10OK,2,1
271,Z4PS,4,2
654,45E,3,3
719,IU076T,5,5
36,N3Z,5,3
711,Z2U,2,1
48,V696G,3,0
751,N1YT,4,0
22,73WA,2,0
428,Y9595CE,2,1
550,351SX,4,3
350,7,1,1
963,NB476,2,0
407,C23F,1,0
68,5KT,2,2
580,6,3,3
423,HK458DP,3,3
901,D692UK,5,4
393,VF6526,3,0
163,S674E,3,0
334,1427I,3,0
426,Z2489G,4,2
169,B228S,5,1
239,9492,2,0
950,U548,1,0
625,I352M,2,1
561,CJ95AS,3,3
993,JQ52YN,1,0
440,H569,1,1
115,356,4,1
376,UP5795N,5,5
880,1682A,4,2
180,B68,3,3
250,555K,3,0
805,1500PD,5,1
341,F0,5,3
304,V792PT,2,2
381,PG2,4,0
755,X7,2,1
725,4O,1,1
359,L81O,1,1
189,TH5371SN,3,2
871,SZ712,5,5
104,F2881A,1,1
69,GM677E,5,3
187,4MJ,5,5
381,PJ9668QI,5,5
874,P888Y,5,1
489,EQ8N,3,3
927,29,5,2
889,314B,2,2
86,W94,1,0
928,789Q,1,1
350,TG32RQ,4,2
196,5T,2,0
642,JC685,4,3
299,P0X,5,2
153,1505,1,0
489,X916,1,1
709,6716E,5,2
187,KB76,1,0
317,B3509,2,0
140,1779JB,4,3
407,J57A,4,2
112,1,1,0
103,B88GH,3,3
377,A6,4,2
28,RJ3AK,3,2
357,NQ8S,1,0
269,PT9512NT,1,0
359,G2HT,2,2
827,12HD,3,3
235,B93,3,2
632,375HX,5,1
233,NO0823EQ,1,0
205,2971,1,0
797,337E,2,1
201,J48,2,2
667,B6970,5,4
771,OY305D,3,2
280,242V,5,0
498,4O,1,1
937,77NB,2,1
739,M15,2,0
708,MV3HZ,3,2
909,F6,5,0
196,X55S,2,1
409,8,1,1
426,JF505,2,0
186,R8,3,3
555,0141,1,0
952,FW8609W,5,2
112,53J,4,2
850,DT332B,1,0
84,L73FE,2,1
603,UE618TC,1,0
640,IL7086D,2,1
107,V4029,5,3
5,D86O,4,3
120,L154DH,5,3
895,A95,2,1
511,HT688N,5,1
64,X098X,5,3
354,N6860HZ,5,1
499,418,5,3
259,T9R,3,1
204,Z2,1,1
636,NE12,5,0
798,Y5U,5,1
987,0013,1,1
366,36,1,1
837,U5N,5,1
801,EL5,4,2
184,7387MU,2,0
468,P5,1,0
360,O0559H,1,0
936,AP924SJ,5,2
409,P0140Q,1,0
343,708R,5,4
391,2,3,3
845,BK69B,1,1
938,0OR,3,0
711,WL1HN,2,1
637,858B,1,0
388,4YF,1,1
58,CR1559CH,3,3
331,070OL,4,4
877,Z0034VX,4,2
329,04X,5,1
320,K038,5,5
572,0094L,4,2
751,R7F,4,1
447,SO950,1,1
994,8JP,4,2
167,UK6K,4,0
732,F3545U,2,0
971,GD161G,4,3
875,G0G,3,0
831,KA5,4,4
724,R236,1,0
530,4260,5,5
760,9911Y,2,0
106,733R,3,0
948,48VJ,5,2
876,O6,3,0
629,01R,5,5
923,YF0,2,1
960,R4,4,4
563,TG5698OP,5,5
882,03LI,5,5
601,GF12GP,5,3
825,NU201,1,0
611,XW6716,3,3
744,X284CL,2,1
331,EN279,2,2
921,X20,2,1
261,34,5,0
716,4647X,5,4
125,855,1,0
152,SE745JZ,4,4
231,DB0702,2,2
357,M095,3,0
974,9727,1,1
198,M7000J,1,0
479,7867Q,3,3
83,SC1742,3,3
24,S76,4,1
796,J901IO,3,3
153,FS269A,1,1
336,2068SU,3,2
519,Q04,4,4
17,F3,1,1
852,532,3,2
89,B683E,5,2
663,I8Q,5,0
37,433ZG,5,3
553,510D,3,3
187,G190,2,0
186,P14,1,0
639,FN8819M,3,2
305,HP8948EU,4,2
29,YO3246P,4,1
128,J354B,2,1
893,CA327OE,1,1
854,R67YK,2,1
70,Y387J,5,2
766,D942QH,4,4
698,6480,4,3
452,M994S,5,3
625,29GS,4,0
951,D17QX,2,2
432,B9GV,2,0
243,IS08R,3,0
666,IG8045CR,5,1
91,SB13O,2,0
511,P553Z,1,1
216,ID88N,1,0
303,UA53HM,3,2
425,LK1P,3,2
661,P885,3,2
311,RS2O,3,1
223,E38A,1,0
381,C731XS,3,0
704,JX9307PR,5,2
213,J622X,1,0
610,620,1,0
483,9S,3,2
523,FP1,4,3
681,4P,1,0
670,CU47R,4,3
258,8K,5,4
205,67O,3,2
719,J145H,4,0
342,P407YS,4,1
356,765,4,0
200,SI506TC,1,1
86,0787,3,2
316,IP32KA,2,1
571,852,3,1
43,H9080D,2,0
824,Y3,2,2
504,XK99,2,2
919,039FJ,3,1
83,6517L,3,2
116,633,3,1
519,FE4119GM,1,1
819,5L,2,0
609,ZX9,4,1
299,N3738FW,5,4
818,T655,3,2
595,OR9SD,4,1
64,G79N,4,2
374,N34,4,0
640,5,1,0
79,JF746,5,5
21,BJ6FI,5,5
608,F5,4,4
941,349YA,5,3
554,914D,2,2
629,10U,4,2
777,ET1622GR,4,3
479,VY0PT,5,2
492,451QS,5,2
971,I4409,1,0
440,H4C,3,0
672,J9ES,5,0
57,WJ2572,3,3
657,Z911,2,1
482,I775A,1,1
44,M222JE,1,0
208,55E,5,4
477,305ZS,4,3
687,17V,1,1
653,S1811TQ,5,0
736,V0209,5,4
594,QD7EI,3,2
830,O273K,2,1
214,R8B,2,1
744,17HZ,4,4
115,250,3,2
686,F359XZ,4,1
439,F4,2,2
163,OG385Z,3,0
388,Q560,4,1
678,4JA,5,4
591,5327,1,1
140,6537G,5,1
453,A8AL,3,2
317,P12D,5,3
1,0,1,1
787,WX7314P,2,0
388,T079MC,4,0
463,QX46Q,3,2
901,8,4,4
158,380XK,5,0
836,822W,5,3
705,08PS,1,1
373,H789,5,1
848,7W,5,4
683,SL8Q,2,2
735,HG7605LA,5,3
631,N56QV,2,0
853,2XZ,4,0
815,YA7PJ,2,1
334,Q33A,1,1
829,5410K,4,0
983,W620PD,1,0
640,5271N,1,0
789,ST00,2,1
9,RC519,1,0
805,042,5,4
664,QM897A,5,3
426,9,2,0
512,MU2730,3,0
247,7656NY,2,0
730,VG8272,4,1
398,AU0,2,2
279,72GI,2,1
861,RP456,4,4
707,ZH9890W,2,0
720,V64T,4,1
828,W7B,1,0
25,I32,1,0
432,18,3,0
15,A4326,2,1
748,LR142,3,0
92,I288WI,5,1
617,PD15V,3,2
447,3ZO,1,0
285,648F,5,0
777,6073UE,5,0
254,013,1,0
827,823Z,5,2
618,NJ847KZ,1,0
493,UT28R,1,1
231,4108,4,3
486,E326,1,0
742,5033,4,2
137,04,3,2
140,WE4425,5,4
981,K67,1,1
30,SF986CW,1,1
768,FX737R,3,2
623,23,2,1
17,WX09S,4,2
845,GO2EG,5,4
810,Y4,1,0
499,U69,3,1
985,5WX,2,1
748,EN8330O,4,2
471,48,1,1
539,J5,1,1
123,Z6395,2,2
701,Z32IS,4,3
733,ZE6200RC,1,1
413,NH239,1,0
73,IX334,4,4
517,29,5,3
593,1H,1,1
41,VG81UP,2,0
461,FT5,1,1
128,668,4,3
216,K2,2,1
66,DK367WJ,2,2
427,UI86EM,1,0
74,C77,5,0
773,X741,4,2
933,UQ9939P,4,2
78,8663UT,3,0
425,LN7U,3,2
474,58L,1,1
195,TU383PL,4,1
205,ST8,3,3
928,BC042,5,4
186,2421M,3,2
190,EW6XH,5,1
604,94,5,1
381,UW393X,4,0
104,DX7H,2,2
514,CX9C,5,3
322,130,1,0
309,279,1,1
651,I0843L,2,0
866,0BD,3,2
105,DK7986G,3,1
387,B9,3,2
641,SR780,3,1
614,723L,5,3
88,BO752,1,0
704,BT9UX,2,0
514,SF14X,1,1
579,OP26AS,1,0
642,G85R,1,1
757,XF4545LO,2,1
915,MH6M,5,4
849,BM2,1,1
140,P173G,3,3
512,57S,4,0
490,HM1224,1,0
983,6U,2,2
7,YJ4A,4,2
640,M776AH,5,2
882,1052UL,4,1
779,PW68UE,5,4
546,4MH,3,1
619,G233L,2,0
418,4252S,2,2
506,L61W,1,1
371,DF47U,5,0
669,M0046AV,3,2
92,J98W,4,2
580,6531,5,3
325,M5914Z,3,1
940,6Z,5,5
824,P91LX,3,0
465,QL1FL,5,5
154,RU025F,4,2
562,90,4,3
50,PN149,5,2
86,4053IC,5,4
501,PM931M,5,1
911,5537WC,3,0
86,6941QF,4,2
442,02DY,3,0
297,03GI,3,0
124,P01SX,3,3
698,CZ49VW,2,2
175,1864Z,4,1
618,600,1,0
845,K0816,2,2
900,H52,3,2
964,3643,1,1
850,QR067A,3,0
200,Z973VF,1,0
395,AM68HI,2,0
886,VF4185QY,4,4
321,HX6261PZ,2,0
812,ZJ447X,3,1
726,DV900,5,2
617,JZ26,3,3
288,P61,4,4
339,59H,5,4
154,8,2,1
964,WL7089OF,5,3
229,47,1,0
395,75NX,3,3
564,VY5505,3,1
717,Z5593JP,3,0
83,S559P,5,2
156,678TL,2,0
698,1DE,5,3
395,D452BV,1,0
309,Q187WK,3,2
509,Y55ZT,3,3
348,XA40AX,1,0
39,WR8ED,5,3
755,DP0309U,5,5
829,DK203T,2,0
643,HO737,3,2
263,TY117,3,1
820,T9,5,4
919,L85LV,1,1
756,J7BG,3,0
195,XI03,2,1
47,YK469X,2,0
911,FR9158J,1,0
560,H720N,1,1
957,9Y,2,1
133,SY4833I,1,1
874,YN860,2,2
821,E5AW,4,1
145,Q4694XR,4,4
865,25VK,4,0
175,S4FP,3,0
578,JM3495GF,5,1
824,0K,1,0
48,6,5,4
194,ZX8971EQ,4,3
181,EK8,5,5
211,J9093X,5,4
304,C21VJ,4,4
781,SR1330JT,4,3
504,498G,3,1
433,04,5,1
268,771,4,3
129,O6W,1,0
826,SN2,5,5
189,3,5,0
729,A9262OT,3,0
260,160F,4,3
855,X36,3,0
363,1D,2,1
681,WM8UE,2,1
529,804QY,2,1
921,E4287,2,2
55,94AS,4,3
822,CM3C,3,3
842,O889,1,0
306,301,4,4
126,U2688K,3,0
980,M9S,2,0
188,1,1,1
457,9J,1,0
24,RH019SP,4,1
653,L5,3,2
199,RV6112,4,3
807,C4,3,0
465,OE0FC,3,1
402,JK47L,1,0
839,NL5CH,3,1
849,82PY,5,5
919,IN34M,2,1
677,NH40,3,0
6,PW4U,3,2
355,762,3,2
229,8073JE,2,0
547,994E,2,0
271,7,4,1
343,27F,2,1
85,HJ2RP,1,1
171,XL023,4,1
780,116,5,5
674,RP2BK,1,0
154,R0354K,5,3
34,4,4,1
596,NE546J,3,1
378,06,2,0
411,4466JY,2,1
519,T69CT,3,0
502,O0,5,0
507,MA5,2,2
955,1040YR,4,0
570,2G,1,0
660,WI834,2,1
167,IE7621,2,1
187,6I,4,0
91,59IH,4,2
717,L1674,3,1
709,UF704G,5,2
488,415P,5,3
362,DV836I,2,1
885,UJ0M,4,4
654,SF1662WA,2,1
231,U3622Z,5,4
765,F004DF,3,3
938,XW3115R,4,1
638,L1UL,3,1
573,9,2,2
46,SA63,2,1
128,H0531BS,4,4
545,BG778D,4,0
503,5,3,3
209,5611W,5,2
35,AC26OZ,3,3
231,7WP,2,2
573,90IT,3,3
626,XR8215JO,1,0
871,44A,1,0
130,K0G,1,0
532,Q9581,2,1
898,JZ294JI,1,0
284,Y0,4,4
557,032HJ,1,1
159,ZH1KU,3,3
941,B5760Z,2,2
180,84,4,2
222,3KL,3,2
468,75GJ,4,4
121,ZD94,2,0
911,DZ698TV,3,2
694,E090K,1,0
557,UV1269IL,4,3
252,8,2,2
593,Z797KX,2,0
70,FU6370,3,3
520,775SU,5,5
601,KB1,1,0
791,W72WP,2,0
550,O647D,2,0
8,JE10S,1,1
480,56,1,0
308,6V,5,5
620,J2758AJ,4,2
467,R00OZ,1,0
186,VM5CL,2,0
518,3S,5,2
596,TE770R,2,2
299,IQ312O,2,2
799,K363Y,4,0
642,OJ80KX,2,2
842,4B,1,1
322,YN6035,3,3
870,730,2,1
951,V492D,2,1
165,UB02,2,0
184,328,3,3
998,5FP,5,4
380,IW363,3,2
329,9822V,5,3
329,2Z,3,2
75,753O,3,3
957,ZA8D,2,2
735,2258XM,3,2
178,SA74,3,2
856,51,4,2
752,ZQ7,1,1
947,MC3647FT,2,2
416,64O,4,4
149,DM0,3,0
600,816,4,0
610,SY504M,2,0
449,TE884I,2,1
291,4,2,2
299,YP079UJ,5,0
16,U5448LC,2,0
202,71,5,4
35,N82Q,1,1
248,WQ9826N,5,5
57,I0I,2,1
213,1791W,2,1
865,T866E,2,0
40,J00,1,1
904,D8K,2,1
811,VU1J,4,2
279,KD91X,5,4
883,PB2AN,2,1
631,H72AO,3,1
944,E58N,4,2
385,G0449WK,2,1
218,XS7712U,4,4
449,T771,4,2
27,5519,4,4
399,YM44FQ,2,1
597,1848V,3,0
143,ZA67,4,2
921,6021DU,1,0
924,377IS,3,0
824,VX72Z,5,0
163,R45,1,0
393,D8410,5,4
109,IY2300U,2,2
744,982RG,4,2
750,RN633L,3,1
115,444JV,2,2
499,RJ0G,5,0
406,RT971DO,5,2
719,VB568NW,2,1
471,275,4,2
496,52,4,2
49,H367,5,5
78,V595R,5,1
666,YS76SD,5,4
660,42,5,2
826,W816BP,3,1
304,39P,1,1
19,7427I,5,4
8,AK911,1,0
569,B266GT,2,0
833,Q678,2,2
565,8811,5,0
279,E63J,4,2
693,994UG,1,1
533,C5,2,0
801,19,2,2
883,M10L,4,4
389,1MI,3,3
411,L2476TE,3,1
651,S92,1,0
505,O7485L,3,3
848,OZ848MD,3,1
195,5M,5,2
11,AH14E,5,4
201,O461,4,2
691,T03,1,1
883,K399T,4,2
74,V95,3,2
656,NR4302,4,3
7,L04,2,2
830,VL440,3,3
455,JY6,1,0
477,J7,5,4
129,9402,3,2
101,98,3,0
447,LV7QS,2,0
523,9,5,5
629,32,3,3
793,QX349,1,1
705,L25,3,2
623,09,4,0
545,P222NS,2,0
339,R4114,1,0
971,74C,2,1
719,S1426,5,4
617,1HY,1,1
740,5,2,0
807,YE224MA,1,1
537,J55ZM,2,1
375,F149PQ,1,0
856,L3H,4,2
817,283MQ,5,2
652,UJ952N,5,4
575,W0935,5,5
176,BA08,5,2
588,2BP,1,1
207,408Y,4,3
824,5P,4,3
132,P3093,1,0
613,OK74,1,1
654,P0425A,3,2
5,MH3T,1,0
114,U033K,2,2
693,MV58O,1,1
284,3245TA,5,4
881,K2173,3,0
601,Z23X,2,0
920,5136X,2,1
872,F7235S,5,0
746,M5EN,3,0
338,G1903GC,1,1
629,ZT7011S,4,0
105,EU9M,3,2
486,883,4,3
670,CO098,4,4
380,I8368NL,2,2
4,D37OM,2,2
36,UZ4P,5,1
356,KS789,4,0
256,WH29OA,3,2
303,0657D,3,3
282,P13,5,3
191,6S,2,1
563,R4PJ,3,2
563,H1SQ,5,5
755,TV02G,3,3
582,WZ679,2,0
370,GU9019KN,2,0
863,51Z,3,2
842,QM2782NB,5,3
133,TA2,5,0
903,GR228B,3,1
723,VI08,5,5
35,KM686TE,4,3
775,185F,2,1
64,E8J,5,1
708,J294CO,3,0
146,K09Z,3,0
253,E1152,2,2
549,Y58,5,5
589,177L,2,1
682,PF216DB,4,3
4,LB6JQ,5,4
215,KT10,1,0
733,ON63,1,1
790,S1831,1,0
775,H3,1,1
664,97,2,0
279,BC0,3,3
623,36,3,2
183,8,1,1
500,YQ5519E,1,0
22,1U,5,4
487,PW9D,1,1
111,0,5,4
524,FG2805,5,3
862,OC51,3,2
447,5,4,4
887,15IL,1,1
329,T9G,3,3
977,N2SY,4,2
854,VR8102V,1,0
155,F0XF,1,0
234,A435D,3,3
160,003SM,1,1
16,2537,4,0
558,I8243T,1,1
224,KC62TP,1,1
30,PA939,3,2
388,I5870RU,5,4
433,WJ038BL,1,0
893,K0,3,3
416,530,4,0
61,GE192FR,3,1
142,W6676X,1,0
883,2YE,2,1
914,J0613W,1,0
906,T28S,4,4
672,70VY,5,5
941,00,1,0
767,G04M,4,1
82,P8,1,0
422,60,2,0
298,Q2147AG,3,2
290,B1523V,3,2
438,R74AO,2,1
586,YX585,1,0
429,VB5D,2,0
332,45O,5,3
781,F36,4,3
204,V6,1,0
452,LM5673,4,0
22,971DU,5,2
603,B5003VU,4,0
160,OD31NG,4,0
47,1GB,2,0
920,M280WT,2,1
185,Z11C,3,1
30,2H,3,1
728,905,3,3
632,9248,4,2
162,307,4,2
910,414R,2,1
726,PR43WX,4,1
344,G15,1,1
713,LC2026,3,2
381,M7104AO,5,3
65,J2775S,4,3
81,B681,3,1
151,22IP,1,1
347,MZ2207O,2,2
703,53VZ,3,1
723,O980,2,2
283,Y1291GX,2,2
54,M9DA,4,0
342,653NE,3,2
919,MJ5NO,2,1
192,ZK616AH,3,3
680,SP1829,2,2
189,211,3,0
160,O0U,3,1
732,X654,3,3
321,8405,1,1
277,3RW,2,1
509,33,2,2
190,8OZ,1,1
226,174N,2,1
708,TE51RG,2,0
292,HQ08O,4,4
669,IR4F,4,4
888,984,4,1
833,IX356,1,1
16,D96,1,1
723,M268SR,5,4
307,OR06,1,1
993,SQ7IC,3,3
621,5L,2,1
879,CN5568P,2,0
795,815YJ,3,3
761,8276Z,3,0
241,K3Z,5,1
619,2218R,2,1
467,G73DJ,2,0
691,S033X,3,3
124,H129,3,2
248,3030L,5,5
458,4W,2,0
469,0564,4,1
829,876,3,3
455,31J,4,0
570,HB50Q,3,1
305,399T,4,0
94,L4U,1,1
832,C500GY,1,0
223,YZ912N,2,1
780,T97JW,2,0
196,JK4987,3,1
152,B9320O,2,2
293,W94OS,3,0
182,TG3,3,0
851,PN763,2,1
139,XN8UF,1,1
419,XG265S,2,0
771,FG98,2,2
790,67QD,4,1
759,1875Q,1,0
207,TD47X,2,1
918,RV3,5,1
248,8,5,2
810,M47KW,1,1
519,8287RX,2,1
681,8373B,5,1
986,CX87Q,1,1
944,U416,3,0
937,U01,1,1
975,YO8R,4,0
172,7IM,2,1
763,WR96OH,4,1
840,HO63QI,3,2
743,N0,3,0
438,S8866S,4,1
964,GA9323NH,2,2
209,HB6303RD,4,0
17,8VA,4,2
645,59,3,0
480,OC8484V,3,3
161,K51,2,2
78,X0P,3,0
973,77T,3,0
599,SZ647F,1,1
179,Z588,3,3
530,9359,4,1
564,ET135O,2,0
675,AN6L,4,1
300,PB4238,4,4
319,5P,2,0
463,57,4,2
697,E4351,2,2
838,1070,1,0
5,Z489X,3,0
460,X90A,2,2
849,46P,2,0
315,CL53,5,2
641,767,1,1
759,Z8587,3,3
835,QB0341GD,4,0
291,D1844,3,3
749,YM424MR,4,4
293,R7KL,2,0
50,R474JP,2,1
120,M9,2,0
468,SR0533,2,1
815,A9144QP,3,0
728,3PY,1,1
751,SJ4,2,2
220,DO9K,4,1
607,LH1326,4,0
780,LY4795,5,3
25,J57,2,2
193,I8728DU,2,2
413,GU6P,1,0
981,LC1,2,2
243,HG98T,4,3
149,YG19,4,3
157,718,2,0
230,F8QO,2,1
323,9263Y,4,4
543,ZH1740D,4,0
521,X5020A,3,3
168,HW6140,4,1
787,8X,1,0
147,2,3,2
79,6949N,5,4
839,K18J,5,4
131,59,1,1
43,Y982P,5,0
294,N9K,5,3
812,TK544E,3,3
195,HS89FV,3,0
464,Y3001,4,3
332,065,4,1
520,1002K,5,4
830,Q17,1,0
899,8,2,0
874,4,3,3
899,JT12NY,2,0
831,K93A,4,4
392,C1168,1,0
963,CG656,3,2
879,L3T,4,2
84,MU45Y,3,2
121,CM68FX,2,1
628,PL8314X,4,2
25,W5728E,3,3
494,R097,4,3
998,Z4662X,3,3
840,V5100CI,3,3
246,MA4N,2,0
277,MR3,1,0
174,2708D,4,3
335,UP38UV,4,3
552,280,3,3
999,W802,1,0
495,I945,5,1
133,1276,2,0
502,88YU,3,3
464,98I,2,0
294,Q8463I,1,0
132,9T,2,2
568,3,1,1
78,JA5399,2,0
734,84U,2,0
827,WM39H,1,0
658,Q45ST,1,1
825,7R,2,1
818,40YV,2,1
653,JE8B,2,1
178,UH336,5,5
882,M8070J,4,1
826,6970EY,4,0
907,HP5889M,4,2
653,RG965Q,3,1
954,QR578Z,4,4
482,26,1,0
987,PD2465TG,4,0
48,46MX,4,4
354,IP1020OV,1,0
255,785,4,4
423,E01QG,3,2
283,G5G,1,0
555,0949H,1,0
680,OU89VE,5,4
186,811A,2,1
457,QG673EJ,5,0
230,PA266IE,4,1
536,U041,4,3
202,I1117O,3,3
706,Q7N,4,3
474,3QV,4,0
251,B24F,3,2
339,D0,5,0
73,828,4,3
80,QP8553,5,3
42,G673PX,1,1
225,QS7CI,2,1
586,I36SR,4,2
249,738F,3,2
21,3257S,2,2
55,DH8937LB,3,2
5,6,5,4
385,NV7910A,1,0
231,877,5,1
964,1H,4,1
129,YA483A,5,3
738,R685N,1,0
699,X657K,4,3
494,AD91F,1,1
963,P2GX,3,0
306,52LZ,4,2
864,6191W,5,1
273,SL02AM,1,1
261,P1ZQ,3,1
125,1LH,3,1
501,Q843CR,4,2
444,100Q,2,2
75,S669F,4,2
620,Z05O,1,0
426,2961N,5,0
113,4586IL,2,2
841,WZ46C,5,1
284,4OQ,5,3
533,420PG,2,1
687,4P,1,0
789,K2975,3,2
240,7468,2,1
732,B3988P,1,1
649,Y12Z,5,3
297,U59U,3,2
176,X88YR,5,2
472,M776C,3,2
772,7C,1,1
785,UK136,3,2
209,400YF,1,0
639,76,1,1
6,AB52RZ,4,1
709,J13,1,0
258,YN9TP,5,3
754,FX115JK,2,2
